202,"He is ok with others judging him. He stands by himself. 
He stands tall. 
Yet he nods a greet, cause he still has compassion for the ones judging him.
.

Kabir’s thoughts when he sees Nafisa.
.
K.A.B.I.R

#DecodingKabir https://t.co/jQsmaRIHld"
203,Happy birthday @hegdepooja keep shining ! Have a wonderful year 🤗
204,"‘Beyond this place of wrath and tears , looms but the horror of the shade,
And yet the menace of the years, finds, and shall find me unafraid.’
.
He had heard these lines somewhere. It stuck with him .
.
.
K.A.B.I.R 

#DecodingKabir https://t.co/aUOMNeTs5i"
205,"@jesse_lever @HrithikRules Jesse, thanks man. Kids were watching k3g just yesterday . They laughed the most in your scene ! U were amazing in it 👍"
206,Hahaha! Ayushmann 😂 amazing you are . Congrats to the entire team 👍 https://t.co/EoRYlCS7a0
207,"Dear Amit uncle , I wish you a wonderful day and an even more wonderful year ahead . You are more amazing with each passing year. Thank you for inspiring me . Lots of love @SrBachchan"
208,"Behind the scenes - The other side of K.A.B.I.R. https://t.co/Jo043suawS 

#DecodingKabir"
209,"You’ll keep beating him down
N yet there he sits, on his throne.
He owns this space 
This is his party 
And you were actually invited.
Now beat him again . Go on 
I dare you .
.
K.A.B.I.R 

#DecodingKabir https://t.co/AZuABX1EtY"
210,"He looks at her searching within,that lost feeling, he is not himself. He feels it, yet denies it. It surprises him. Something fills him yet he feels empty too.
Staring at impending doom, he yearns to be torn again .
Yet he doesn’t ma...https://t.co/5DImTpnlfD 

#DecodingKabir https://t.co/h6vvwPMvOY"
211,"If he looks at you do not make eye contact.
Just stay safe.
.
K.A.B.I.R

#DecodingKabir https://t.co/kGJX8H7dIM"
212,"#TeamTiger or #TeamHrithik, there’s one thing that unites you - #WAR! Book your tickets on @bookmyshow today for an exciting offer - https://t.co/WNnSlrL1KB
@iTIGERSHROFF @Vaaniofficial #SiddharthAnand #HrithikVsTiger @yrf https://t.co/jPmvLJXK9O"
213,Book your #WAR tickets on @paytm TODAY and avail a special day offer - https://t.co/vfXPacPddT @iTIGERSHROFF @Vaaniofficial #SiddharthAnand #HrithikVsTiger @yrf https://t.co/IhyS3PguBJ
214,"There is a child in him who’s angry.
A rebel in him who’s calm.
There is the ultimate lover in him who doesn’t believe in love.
There is a saint in him who’s cocky. 
And there is the man in him who can’t find himself. 
And somewhere some...https://t.co/wSxsSOVfO3

#DecodingKabir https://t.co/UMmDCQE6BE"
215,"He loves it.

Staring at the giant like a bigger giant.
He knows the giant knows he’s not a giant.
But he also knows that the giant is not really sure.

K.A.B.I.R.

#DecodingKabir https://t.co/Qz8Q7qxdFv"
216,@HRFCPune I feel blessed to receive your love. Thanks guys :)
217,An infinite loop of setting targets and crushing them. Look how far we’ve come with HRX . So much further to go. This TEAM is  inspired and unstoppable. #KeepGoing https://t.co/Cd13iIYNch
218,@MichaelHrithik1 Hope you enjoyed the 4DX experience! :)
219,@HrfcKolkata Too much fun. Thank you all 🤗
220,"@hrfcdelhi @iTIGERSHROFF @yrf @HrfcKolkata @Vaaniofficial Looking great guys, thank you :)"
221,"@HrfcMp @HrithikRules @lavi @HRFC_Bihar @yrf @Koimoi @HRFCMumbai Kya baat hai, thank you 🙏🏻"
222,@JuniorHrithik1 Thank you 🙏🏻
223,@MohammedWasem1 Hope you had fun :)
224,@MohammedWasem1 Thanks for the love - for me and hrx :)
225,@hrfc_gujarat This looks like a lot of fun guys. Thank you for the love :)
226,"All the best Sushant ! This is an extremely endearing video . Keep going ! 
https://t.co/81oaANg5eh"
227,"@HRFC_Bihar How sweet. My love to all of you, and a big hug to the little ones. Thank you ☺"
228,@HrfcNagpur @iTIGERSHROFF I hope I can come soon too :)
229,@HRFCKerala @War_TheFilm @HrithikRules @HrfcKolkata @HRFCMumbai @HRFC_Odisha You guys are my strength! Thank you for your unconditional love ❤
230,@HrfcTamilnadu @War_TheFilm @iTIGERSHROFF @HrithikSundar_C @yrf Thank you 🙏🏻 love to you of you
231,@HrfcKolhapur @HrithikRules @yrf @War_TheFilm @iTIGERSHROFF @Vaaniofficial Insanely sweet. Thank you ☺
232,@HRFC_Odisha @yrf Thanks for the love guys ! ❤️
233,"Haha I like that hashtag. Yes , I’m figuring a way around it :) love to you .. https://t.co/jz0hhis21W"
234,@JuliSingh_ Hmm:) I’m gonna see if I can do this.  Ok 👌
235,He is going to lead us all ! More power to you Tiger !👊 https://t.co/SlGVOk8g6p
236,That’s so sweet twinkle ❤️ https://t.co/nYLy8WexGW
237,Thank you 🙏🏻 wouldn’t work without encouragement and support . https://t.co/NfpWsOGf6J
238,😀 yay ! Thank you . Did some of my best steps with you . Have to do more ! https://t.co/U3JHKtHLcA
239,Thank you my friend . Such words help in fueling my drive . 🙏🏻 too kind https://t.co/5pNKJ1oHry
240,Happy birthday @avigowariker ! Keep making us look good n have a super year my friend :)
241,Proud of #TeamHRX for this initiative. Join us to walk the talk! https://t.co/aLnxnCOWyz
242,Thank you so much Abhishek :) https://t.co/z5md76EfQN
243,Entertainment is evergreen Siddharth. Thanks for your wishes https://t.co/2GFlLrkuDE
244,"Yup. It’s all in the writing . The credit goes entirely to Adi, Sid, Shridhar and Abbas. https://t.co/u0u4ZWOGUj"
245,"Hahaha.. Aditi, you've left me flattered! Sending you lots of love https://t.co/Sb9MJLh8HA"
246,"So far so good my friend. 
Thank you for always being so kind Riteish 🤗 https://t.co/dyjcBoGSW1"
247,@tweet2prashant I feel blessed to receive this kind of unconditional love 🙏🏻🙏🏻🙏🏻
248,Thank you so much Rahul https://t.co/alV7PvPbSB
249,Nicest tweet 🤗 thanks . And I meant what I said :) https://t.co/5dp44KfVqU
250,So so encouraging for me. Kabir loves you all too 🙏🏻 https://t.co/Q99jGuw3ah
251,Wind beneath my wings . Thank you for all the cheer :) https://t.co/1FbydCEZbD
252,Thank you so much Mushtaq 🙏🏻 https://t.co/REAXQf84iQ
253,@rudrani_rudz Ha!  Love to you Rudrani 🙂 thank you
254,India can do it now 👊Thank you for your kind words. https://t.co/XKtS8XdcFT
255,Thank you for loving Kabir and khalid Karmik :) https://t.co/gexejrtPO8
256,@DDevidasani Thank you 🙏🏻
257,Thank you for making me stronger. Much love :) https://t.co/0PoAmK4uyA
258,You have all my heart Anamika :) Thank you for your love 🙏🏻 https://t.co/BHc6kEoKwR
259,"Haha looking good . 
Thank you for making Kabir one of you 🙏🏻 https://t.co/1msX474fjB"
260,Thank you Badshah! https://t.co/1sAyy5bPdF
261,A big hug from me to your daughter 🤗 very encouraging https://t.co/YOiHEoH6nk
262,"It’s the hardwork, love and passion o the entire team. Thank you on behalf of #TeamWar https://t.co/0K1Dqn5tS5"
263,This makes me happy. Hope you liked it a little more the second time :) https://t.co/9zUQuEReR1
264,Thank you Aftab🙏🏻 https://t.co/BNK5ONh3CG
265,Hope you like it Vir. Many thanks 🙏🏻 https://t.co/a1tvFGDQ2d
266,"Looking forward to your take on #War, Sir. Humbled by your wishes 🙏🏻 https://t.co/0Lu0vEm6UX"
267,Thanks man 👍🏻 https://t.co/7aYFnbbzb0
268,Thank you for the complementing words Anupama 🙏🏻 https://t.co/Vfj86xc7xu
269,"Coolest video ever ! @VishalDadlani u are a king ! Amazingly shot guys 👏👏👏 
https://t.co/DKxdFd3A0G"
270,This is so so heartening and encouraging !! I wanna say yay :) thank you 🙏🏻 and thank for bringing to light such in depth insights . https://t.co/BcDNOvhX3D
271,Well thank you. Guess everything is about getting into his mind. Understanding him. That was the major prep. Everything else is just a consequence of that https://t.co/afzxyzvFff
272,@KrazyGal92 @HrithikRules So so encouraging . Thank you
273,"@BeingTeJan @HrithikRules @yrf Hahahahaha. At the expense of seeming a little vain , I have to say this was ingenious . Couldn’t resist 😂"
274,@mimansashekhar @HrithikRules Sweetest. Thank you . Love you
275,Jackie Sir is a Parinda we all aspire to be! It's rewarding if I've even managed a fraction of his screen presence. https://t.co/wStkiIXcoD
276,You're too sweet Maddy! Thank you 🤗 https://t.co/zfU7UuBq4s
277,"Hahaha.. Thanks brother! No compromises on Samosas. Those were SUPER binging days.. Mangoes, dark chocolates &amp; magnums.... The Night King in me is now awake again I guess 🙈 https://t.co/NuMnNFc35J"
278,Yup. 20 years since the well packaged 'package' was delivered! I'm now focusing on unwrapping every bit with each film :) thanks for the motivation https://t.co/SjrjgdEg8Z
279,5 years to be precise Nikhil. It's always the script and character  that brings out the best / worst (no spoilers 😜) in me! https://t.co/pNneLLU5O7
280,Haha! Thanks for the SUPER support Shibasish! :) https://t.co/ZvzbeUfFCg
281,Ha. Your making me laugh. Thank you Shruti 🙏🏻 https://t.co/xs9hd1q9yw
282,Thank you Dad ☺ means a lot https://t.co/GZ4VnhSfUI
283,Okay now.. I'm blushing! Thank you Janice 🙏🏻 https://t.co/Koc9LA5TJY
284,Thanks Varun! Love you man https://t.co/BtcqJalFZX
285,A big THANK YOU. https://t.co/TUzyXq8P8H
286,🙏🏻 thank you https://t.co/bnE4GzqEjD
287,Can’t wait for you to see it Vidya :) and happy belated birthday to you ! https://t.co/kEGPeJ8UmT
288,Thank you Sir 🙏🏻 https://t.co/12p7iR9kZX
289,…and I need to see you and give you a hug. Thank you for being so incredibly kind to me always . Love you.  🤗 https://t.co/io67cAphas
290,"The credit for this goes to Sid, Vishal, Shekhar and Benny. And nothing works without Tiger . Incredible team work :) https://t.co/WRGKYxwGnu"
291,Thanks for vote of confidence 👍🏻 https://t.co/X3Bw6b1aIJ
292,Thank you for taking time out to watch #War. So glad that you and your family enjoyed our work :) https://t.co/9QAqg45vyh
293,Thank you so much for the encouragement ! There's still miles to go.. https://t.co/ug7izN78Hf
294,Sometimes a critic captures in words what creative people behind the work keep feeling throughout but aren’t able to nail in terms of language. Thank you for putting it across so articulately. A special one !! https://t.co/tWOc68TWdv
295,You've forever been a well-wisher! Thanks Ram. https://t.co/q3vU7uTDmJ
296,Thank you Sudheer :) https://t.co/WqP3aLVixr
297,Too sweet man 👍 https://t.co/a6Uw3YBAZz
298,Let us know if ...Apna time aagaya? 😉 https://t.co/iYtMzbElWu
299,I'm no God Milap.. Just a student of cinema. I'm so happy to receive your kind support. Thank you 🙏🏻 https://t.co/weOPkgUfVm
300,... Just like our friendship is permanent Goldie! Thank you 🤗 https://t.co/yhsuIBFnZH
301,Thank you Siddharth :) https://t.co/FX1f4y0elz
302,Thank you Vaibhavi... Happy to see you not critique my dance 😅 https://t.co/WuOgrrMckf
303,Thank you dear Warda. https://t.co/Kii3DX5Dfb
304,As actors.. Action is our Dharma Apoorva! ;) https://t.co/8lPIYx2WAM
305,Ha. Thanks man. That’s all sid https://t.co/8ivDp4VoA7
306,Thanks Punit! https://t.co/a81kWTvSbi
307,Your words are hugely encouraging 🙂 https://t.co/XkImjdudE6
308,This is a towering compliment. Thank you 🙏🏻 https://t.co/qB8W4uBjWQ
309,And you are generous with your love Faridoon. Thank you for the disclaimer ;) https://t.co/DpVY1cCXjK
310,Thrilled by your feedback 🙂 https://t.co/HJVvNOoUgt
311,I agree Ramesh. Tiger brings out the best in me 🙌 https://t.co/WrMqAVJpde
312,"I promise to set the bar higher for myself the next time Rohit. Your words mean a lot, thank you  🙏🏻 https://t.co/QwSzjmtkwG"
313,Thank you for your kind words Anand :) https://t.co/eckvl2alZs
314,Everything has to be fair in #War ;) watching Tiger as Khalid only makes me proud. He is phenomenal. https://t.co/biqKDXr2MY
315,Glad you enjoyed it Suparno! https://t.co/aDTlvOFvd1
316,Thank you so much 🙏🏻 https://t.co/1tI4PCkZsu
317,Thank you Joginder https://t.co/0D0W6yBjkz
318,Happy to see #TeamHrithik joining the #War in full force! https://t.co/u7f9ioKcHv
319,What makes #War bigger is all your love. https://t.co/Y5egFFTryv
320,बहुत धन्यवाद आपका सर 🙏🏻 https://t.co/J94vTC7l76
321,आपका प्रेम मेरे दिल को छू गया। बहुत बहुत धन्यवाद 🙏🏻 https://t.co/7eDvtWarES
322,My heart goes out to the people of Patna who have been battling floods caused by torrential rain since almost a week now. I hope the situation gets better there soon.
323,"Yeh भंगड़ा hai janaab! India te इंडिया waalon di shaan hai! 🕺🏻
Presenting the official trailer of #BhangraPaaLe: https://t.co/efRnPqySLP  
@sunnykaushal89 @RuksharDhillon @ShriyaP @SnehaTaurani @RonnieScrewvala @RSVPMovies @ipritamofficial @jam8studio @musicbyrr @shubhshivdasani"
324,"Hi Guys! I have a personal request to make. We have made #WAR with a lot of hard work, blood, sweat and love. Please protect our spoilers when you see the film because it will immensely add to everyone’s movie watching experience. Trusting you all with this."
325,"#TeamHrithik are you ready for #WAR? Book your tickets at: https://t.co/vfXPacPddT + https://t.co/xRoVUP99KH

#WarReleasingTomorrow  @iTIGERSHROFF @Vaaniofficial #SiddharthAnand @yrf https://t.co/d2UZPWQrwo"
326,"RT @BeCureFit: Workout like a superhero with celebrity workouts &amp; more at https://t.co/PDwHEu0KpH, inspired by the heroes you see onscreen.…"
327,Fav line. I just had to! https://t.co/aM5nlSQ3sh
328,"RT @yrf: The #WAR of punchlines isn’t over yet! Laugh out loud with @iHrithik, @Vaaniofficial &amp; @iTIGERSHROFF on #TheKapilSharmaShow, TONIG…"
329,"RT @yrf: #WAR special weekend continues on #NachBaliye9. Watch @iHrithik, @Vaaniofficial &amp; @iTIGERSHROFF TONIGHT at 8 PM on @StarPlus. #Sid…"
330,"Don't miss a weekend filled with laughter #WAR on #TheKapilSharmaShow. Join in the fun with us, tonight &amp; tomorrow at 9.30 PM on @SonyTV. | @Vaaniofficial @iTIGERSHROFF #SiddharthAnand @yrf #HrithikvsTiger #TeamHrithik https://t.co/3qoeeXYu6R"
331,This weekend is all about some dance #WAR on #NachBaliye9. Don't forget to watch us tonight &amp; tomorrow at 8 PM on @StarPlus | @Vaaniofficial @iTIGERSHROFF #SiddharthAnand @yrf  #HrithikvsTiger #TeamHrithik https://t.co/LT2D1qu8VD
332,Our kind of riot before the War! Laughter is indeed the best medicine. #TheKapilSharmaShow #WAR #TeamHrithik #HrithikvsTiger @iTIGERSHROFF @Vaaniofficial @yrf https://t.co/uzGfo08iUw
333,RT @yrf: Watch #WAR in multi-sensory 4DX cinema experience at @voxcinemas in UAE. Book your tickets here: https://t.co/yQRBWIZqvQ @4DXgloba…
334,Aaahahaha! Amazing . Hope you guys enjoy it ! Love ! https://t.co/14ti5qEu7f
335,Laughing fits...I have missed you. https://t.co/aIoiNvk3Tz
336,Mood hai भयंकर? Nach baliye जमकर! #WAR #October2 #HrithikvsTiger #TeamHrithik https://t.co/vRv8TyUVXM
337,"Book your seats.. Hook your belts.. Look forward.. It's #WAR time! #TeamHrithik get hold of your tickets here: https://t.co/jgoDnyOJk6  @iTIGERSHROFF @Vaaniofficial
#SiddharthAnand #HrithikvsTiger @yrf https://t.co/ROZg6770pL"
338,"It’s your time.. To join us.. It's #War time! Advance Bookings are now open! Book your tickets here: https://t.co/1k3oYf3rEM #TeamHrithik @iTIGERSHROFF @Vaaniofficial
#SiddharthAnand #HrithikvsTiger @yrf https://t.co/stMBWepXd6"
339,"Congratulations on being felicitated with the Dadasaheb Phalke Award @SrBachchan Amit uncle, Sir , you have indeed inspired generations with your diverse works. Like I say, there is a little bit of you in each one of us. Love and respect always 🙏🏻"
340,Get ready to get the best seats because #WAR Advance Bookings open on 27th September! #TeamHrithik @iTIGERSHROFF @Vaaniofficial #SiddharthAnand #HrithikvsTiger @yrf https://t.co/g4IKcaPOhd
341,Advance Bookings open on 27th September! Ready #TeamHrithik? @iTIGERSHROFF @Vaaniofficial #SiddharthAnand #HrithikvsTiger @yrf https://t.co/uFny3no62b
342,"#TeamHrithik, ready to show #TeamTiger who’s more excited about #WAR? Advance Bookings open on 27th September! @iTIGERSHROFF @Vaaniofficial #SiddharthAnand #HrithikvsTiger @yrf https://t.co/vtionQt2SX"
343,RT @yrf: #TeamHrithik or #TeamTiger - Whose side are you on for this #WAR? In cinemas on 2nd Oct. @iHrithik @iTIGERSHROFF @Vaaniofficial #S…
344,"Like she says, the calm before the WAR ;) https://t.co/KGrjHWQr2d"
345,@kamaalrkhan @iTIGERSHROFF Thank you Kamaal bhai
346,"@SubhashGhai1 @Whistling_Woods Thank you Sir for your kind words. I throughly enjoyed myself at the session, it was a joy interacting with the students and sharing my experience with them."
347,"@meghnaghaipuri @salaambaalakngo @Whistling_Woods You guys are doing some tremendous work Meghna, congratulations and thank you for having me."
348,@gurruchoudhary Kya baat hai! Fab
349,@Hiba_Azad Kyun nahin kar sakte. I am Team Tiger on and off screen ;)
350,@MyselfPa1 It makes me happy to see our audience notice the minute details in our characters.
351,Thanks Vicky! I hope our songs are rocking your station too ;) https://t.co/xOtphSrnVc
352,Happy to be considered worthy of being in company of some tremendous dancers. Thank you Bharathi. https://t.co/hwTkAEJFda
353,Just 9 more days! :) https://t.co/VET2NBFHJP
354,"Picture abhi baaki hai, hope we we give a lot more ‘seeti bajao’ moments ;) https://t.co/B4jlZ8Vkic"
355,Your desi thumkas in Dhagala Lagali were no less. 🔥 https://t.co/MPOrRvZVC6
356,Can’t wait for you to see it  😄 https://t.co/NQrD8BCyVb
357,Too sweet. Thank you Salil https://t.co/TTXtXlFlXE
358,Just having a lot of fun Tanuj :) https://t.co/T9oCkFjwiX
359,Thank you for your contribution to our film. 👏 https://t.co/ajYry2z7Kq
360,Am glad that the fun we had on sets while has translated well on screen. Thank you Prabal :) https://t.co/yLC00pD6lH
361,But nobody can match your smooth moves and grooves Karan 😜 Love you 🤗 https://t.co/7xeEQJ1kcr
362,Thank you mere dost and Huge Congratulations for Gully Boy - so excited for you and Zo. 👏👏 https://t.co/JLe3M5CKuQ
363,Thank you for always supporting us Sir. https://t.co/X0sCSxE8tk
364,Thank you so much for such lovely words :) https://t.co/Y28dlNoYoJ
365,Sab kuch likha hua hai ;) https://t.co/YzODOn9hQ8
366,Always fun catching up with you sid . Thank you for the kind words and fun interview session. https://t.co/K03QSkvSsI
367,Thank you Sophie. 🤗 https://t.co/dj3qWeQySA
368,RT @yrf: The countdown has begun! Gear up to watch @iHrithik vs @iTIGERSHROFF in #WAR on 2nd Oct. #TeamHrithik or #TeamTiger - Picked your…
369,RT @yrf: Turn 🆙 the sound and naacho hero banke because #JaiJaiShivshankar song has crossed 22 MILLION VIEWS!💃 https://t.co/03IZFheLIw @iHr…
370,@sujoy_g Hahahahaha mad. Love u man
371,"RT @RelianceEnt: Ab shuru hoga revolution! Watch #Super30 on @StarGoldIndia and @StarPlus today at 1 PM.

@iHrithik @mrunal0801 @nandishsan…"
372,"RT @StarPlus: Ab har insaan padhega aur badhega....

Don't miss the World Television Premiere of #Super30onTV, Tomorrow at 1pm only on Star…"
373,"Dance, music and a whole lot of colour! Here’s #JaiJaiShivaShankar. @iTIGERSHROFF @Vaaniofficial​ ​ @VishalDadlani​ ​@ShekharRavjiani​ ​ @Benny_Dayal @AzizNakash #ChaitanyaPrasad ​​​@BoscoMartis​ ​@csgonsalves #SiddharthAnand ​#HrithikVsTiger @yrf 

https://t.co/oWHbEAtXqU https://t.co/P1TBGJTmd0"
374,"Bring on your best moves, #TeamHrithik! #JaiJaiSivaSankaraa song is here! @iTIGERSHROFF @Vaaniofficial​ ​@VishalDadlani​ ​@ShekharRavjiani​ ​ @Benny_Dayal @AzizNakash @madhankarky​ ​​​@BoscoMartis​ ​@csgonsalves ​​#SiddharthAnand #WAR​ ​#HrithikVsTiger​

https://t.co/QfrhAfpwyB https://t.co/33vOYtzCmI"
375,".@iTIGERSHROFF Party our hearts out before the #WAR? Always a good idea! #TeamHrithik join in 🕺🏻 #JaiJaiShivshankar  ​@VishalDadlani​ ​@ShekharRavjiani​ ​ @Benny_Dayal #Kumaar @BoscoMartis​ ​@csgonsalves ​#SiddharthAnand #WAR​ ​#HrithikVsTiger​ 

https://t.co/YpgjugidZl https://t.co/TyAs10Fd6W"
376,"It’s almost time for #JaiJaiShivshankar! SONG OUT TODAY at 10 AM on https://t.co/d7cCZ3RiPa 

@iTIGERSHROFF @Vaaniofficial @VishalDadlani @ShekharRavjiani @Benny_Dayal #Kumaar @BoscoMartis @csgonsalves #SiddharthAnand #HrithikVsTiger @yrf"
377,"RT @yrf: Excitement Level 💯
#TeamHrithik &amp; #TeamTiger get ready to celebrate with #JaiJaiShivshankar SONG OUT TODAY at 10 am😎🕺🏻 
@iHrithik…"
378,The Super love from my audience keeps me Super strong. Thank you @StarGoldIndia for introducing me to each one of them. https://t.co/ssCktRItL6
379,"Mood hai भयंकर ! #JaiJaiShivShankar
Song out Tom. https://t.co/m9HIQoJebd"
380,RT @yrf: .@iHrithik &amp; @iTIGERSHROFF are coming together to set the dance floor on fire! #TeamHrithik &amp; #TeamTiger gear up to celebrate with…
381,"Take a bow @stargoldindia for reaching ground zero in delivering #Super30 edutainment, across cities through the 'Super 30 Express'. 

Catch the World Television Premiere on 22nd Sept at 1 PM only on @stargoldindia &amp; @starplus https://t.co/AhMry3N7O6"
382,RT @RelianceEnt: The haqdaars are making their way to the small screen! Watch #Super30 on @StarGoldIndia and @StarPlus on September 22 at 1…
383,This #WAR is fun and funny 😆 https://t.co/ilGSeljZzA
384,#WAR promotions - Day 2. #HrithikvsTiger https://t.co/SkMSxoxAvQ
385,RT @RelianceEnt: Make way for the most inspiring film of the year! Watch #Super30 on @StarGoldIndia and @StarPlus on September 22 at 1 PM.…
386,RT @RelianceEnt: .@teacheranand’s incredible story is coming to the small screens! Watch #Super30 on @StarGoldIndia and @StarPlus on Sept 2…
387,"These folks are definitely unbeatable!! Not only do they have me speechless with their dance, but I'm in awe of their spirit to dream &amp; achieve. More power to you'll @v_unbeatable. Keep shining and good luck for the finals. https://t.co/8ASjMvH22B"
388,#WAR promotions - Day 1  #HrithikvsTiger https://t.co/Av62aQMfT6
389,Damn! I thought @iTIGERSHROFF and I were racing pulses on our two wheelers. But this girl steals the show with her wheel &amp; will! Take a bow @Vaaniofficial #TeamVaani https://t.co/aGndTbgY77
390,आ रहे हैं हम सबसे लंबा छलांग लगाने 22nd September at 1 PM only on @starplus and @stargoldindia @super30film @mrunal0801 @nandishsandhu #Super30WorldTvPremiere https://t.co/vb8OIuyLTV
391,Congratulations Dr. Haribhakti on the launch of your book “A Journey Forever” wish you even greater success with this one. Can’t wait to read it. God bless https://t.co/oxQUlizmkx
392,Super Sweet 🤗.  New range on its way to her :) https://t.co/bobM9aV7jH
393,"I cant stop smiling at the innocence of this. All the best  https://t.co/DytjWgpsfG 
Presenting the Song #TumMeriHo featuring #KRK and #Aayra! Music by #DJShezwood. Lyrics by #KRK! @Kamaalrkhan Directed by #NitishChandra!"
394,Abb meri baari hai 'May I come in' bolne ki. Keep your doors open on 22nd September for a class of #Super30 https://t.co/uBIPwZ31T4
395,Happy birthday @ayushmannk and congrats on Dreamgirl having a dream run at the box office ! Wish you the best my friend ! Love always
396,What are your plans for next Sunday? Let's catch up.
397,@rohitroy500 @YouTube Thanks for the love my man! See you at the final showdown on 2nd Oct 😉
398,@_SanjayGupta Ha ha.. dunno if Bosco would agree :) but I must pass on the credit to Sid and bosco. They’v manifested it somehow
399,@iamark_30 @yrf Fantastic!!
